Process started: 2022-07-01 01:58:36.795324
Opening DB connection
Engine created
DB connection successful!
('alfaro', 1, 1)
('algal', 1, 1)
('eron60', 1, 1)
('gasto13', 1, 1)
('hidrográfica(a', 1, 1)
('bolo', 1, 1)
('ciure)27', 1, 1)
('matricularse', 1, 1)
('inclusiòn', 1, 1)
('sierra-', 1, 1)
('evidencia63', 1, 1)
('-26,19%', 1, 1)
('-32,48%', 1, 1)
('maáv', 1, 1)
('wcm', 1, 2)
('incentivadas', 1, 1)
('elipcmganoveúetsaenbs', 1, 1)
('reactivas', 1, 2)
('equiparará', 1, 1)
('equipada', 1, 1)
('supervisan', 1, 3)
('encaminas', 1, 1)
('agua92', 1, 1)
('subgrupos', 1, 2)
('sservicio', 1, 1)
('inel', 1, 1)
('ambientales80', 1, 1)
('centraron', 1, 1)
('45,64disminuyeron', 1, 1)
('vial7', 1, 1)
('psicotrópicas', 1, 1)
('yuc', 1, 1)
('guajira5', 1, 1)
('exacerbó', 1, 1)
('particularizadas', 1, 2)
('rentístico', 1, 1)
('konrad-adenauer-stiftung', 1, 1)
('cristobal', 1, 1)
('44disponible', 1, 1)
('operativa15', 1, 1)
('challenged', 1, 1)
('-gestión', 1, 1)
('xxi-', 1, 1)
('marcará', 1, 1)
('ri7', 1, 2)
('altitudinal', 1, 1)
('globaldata', 1, 3)
('𝑆𝐸𝑇𝑃', 1, 1)
('puntaje27', 1, 1)
('2regiones', 1, 1)
('catastrales)*inicio', 1, 1)
('30jatn', 1, 1)
('aburrá102', 1, 1)
('pagarían', 1, 1)
('indirecta32', 1, 1)
('hidrográfico', 1, 1)
('protestas', 1, 2)
('aproximando', 1, 1)
('desamparados', 1, 1)
('cen', 1, 1)
('adecue', 1, 1)
('contrapunto', 1, 1)
('importando', 1, 1)
('mvehículos', 1, 1)
('social50', 1, 1)
('vivienda-vías-catastro', 1, 1)
('construcción5.2', 1, 1)
('1,22,1latam', 1, 1)
('costos51', 1, 1)
('cuídate', 1, 2)
('experiecnias', 1, 1)
('11%0', 1, 1)
('amortiguados', 1, 1)
('republican', 1, 1)
('means', 1, 1)
('emplazados', 1, 1)
('futurexpo', 1, 1)
('concejalas', 1, 1)
('armado74', 1, 1)
('vanvuren', 1, 2)
('acarrean', 1, 1)
('sisbén10', 1, 1)
('fiscalías', 1, 1)
('𝑒𝑗𝑒𝑐𝑢𝑐𝑖ó𝑛𝐴', 1, 1)
('predictiva', 1, 4)
('adopciónadisecen', 1, 1)
('desvían', 1, 1)
('63%fijas41%22%18%78%82%taxis', 1, 1)
('arellano', 1, 2)
('micron123000', 1, 1)
('flúor', 1, 1)
('anivb)20', 1, 1)
('ooll', 1, 1)
('serviría', 1, 1)
('beugelsdijk', 1, 2)
('sitm31', 1, 1)
('pescaotros', 1, 1)
('remote', 1, 1)
('calibración38', 1, 1)
('recursos62', 1, 1)
('midas', 1, 1)
('veintiunavo', 1, 1)
('dividía', 1, 1)
('communications-based', 1, 1)
('modernos98', 1, 1)
('acogidas', 1, 1)
('which', 1, 1)
('segundo10', 1, 1)
('ceibas', 1, 5)
('19-circular', 1, 3)
('compararse', 1, 1)
('inexmoda', 1, 2)
('r22104', 1, 1)
('2%construccion', 1, 1)
('desempeñó', 1, 1)
('comunicarán', 1, 3)
('pvg', 1, 1)
('abc-clio', 1, 1)
('real41', 1, 1)
('adhieran', 1, 1)
('pndm', 1, 1)
('10.27710.273patrimonio10.067', 1, 1)
('ráquira', 1, 1)
('fpn', 1, 1)
('adoptaran', 1, 1)
('ciriaci', 1, 2)
('akamaim', 1, 1)
('app9', 1, 1)
('lame', 1, 1)
('i5,9%', 1, 1)
('remitidas', 1, 1)
('constitucional19', 1, 1)
('ev.aspx', 1, 1)
('chec', 1, 1)
('reflejaran', 1, 1)
('business)(a', 1, 1)
('sigi', 1, 1)
('wealthtech', 1, 1)
('pines70', 1, 1)
('ngreso', 1, 1)
('hygene', 1, 1)
('resultaran', 1, 1)
('verde34', 1, 1)
('dyanmics', 1, 1)
('desechadas', 1, 1)
('slow', 1, 1)
('ruralidad15', 1, 1)
('gel-xml', 1, 1)
('quincuagésimo', 1, 5)
('inteligencias', 1, 1)
('empacado', 1, 1)
('concapitalizaciónmovistar', 1, 1)
('arriesgarse', 1, 1)
('socializándolos', 1, 1)
('91ms0a2', 1, 1)
('entidad32', 1, 1)
('información3,002,502,00seno', 1, 1)
('condicionales', 1, 1)
('diferenciadora', 1, 1)
('matthew', 1, 1)
('esedes', 1, 2)
('implementación1', 1, 1)
('teniento', 1, 1)
('estragos', 1, 1)
('jaimovich', 1, 1)
('24/7', 1, 1)
('mojana60', 1, 1)
('su-337', 1, 1)
('ri6149', 1, 1)
('hanratty', 1, 1)
('otneimiconocsedonadaduic', 1, 1)
('departamentos2', 1, 1)
('viviendas37', 1, 1)
('contratarán', 1, 1)
('joven112', 1, 1)
('demostraban', 1, 1)
('11meta', 1, 1)
('personafuente', 1, 1)
('-32,94%', 1, 1)
('hablaba', 1, 1)
('ah1n1', 1, 1)
('dimensional', 1, 1)
('beneficio(usd', 1, 1)
('aljazeera', 1, 1)
('individualizables', 1, 1)
('2,5en', 1, 1)
('giorgi', 1, 1)
('arrojo', 1, 1)
('conpes4041', 1, 1)
('limnológicos', 1, 1)
('aíuqrut', 1, 1)
('evalución', 1, 1)
('13,5%alimentación', 1, 1)
('brindaría', 1, 1)
('reaparición', 1, 1)
('vulnerables-', 1, 1)
('0pp', 1, 1)
('emnlp', 1, 1)
('clarita', 1, 1)
('-58,41%', 1, 1)
('-menos', 1, 2)
('bancarizadas', 1, 1)
('tera', 1, 2)
('hiciera', 1, 1)
('meps94', 1, 1)
('disuadir', 1, 1)
('codesarrollar', 1, 1)
('significando', 1, 1)
('modelados', 1, 2)
('peticionarios', 1, 2)
('marchas', 1, 1)
('entidad62', 1, 1)
('inoformation', 1, 1)
('ministerio25', 1, 1)
('bebczuk', 1, 2)
('recuperaron', 1, 2)
('museos27', 1, 1)
('r28)93', 1, 1)
('microbiales', 1, 1)
('volatilidades', 1, 1)
('viviendaoferta', 1, 1)
('yugumaiun', 1, 1)
('fiservicio', 1, 1)
('61iiii', 1, 1)
('ciure', 1, 2)
('progresivas', 1, 1)
('moe', 1, 1)
('proyecto27', 1, 1)
('manifestadas', 1, 1)
('call', 1, 1)
('analógica', 1, 1)
('nacionales-cuentas', 1, 1)
('estudios-territoriales', 1, 1)
('grandemente', 1, 1)
('donald', 1, 1)
('disuade', 1, 1)
('prioritaria8', 1, 1)
('anteceden', 1, 1)
('encadenadas', 1, 1)
('diluirse', 1, 1)
('27-decreto', 1, 1)
('encia', 1, 1)
('smmlv29', 1, 1)
('-19,07%total', 1, 1)
('colaborativo86', 1, 1)
('turpial', 1, 1)
('estado46', 1, 1)
('nacional55', 1, 1)
('resolverlos', 1, 1)
('corpoema-irees', 1, 3)
('coralinos', 1, 1)
('martincus', 1, 3)
('eevv)-en', 1, 1)
('parrilla', 1, 1)
('dormitorios', 1, 1)
('mesurement', 1, 1)
('mincomercio', 1, 2)
('anglicismos', 1, 1)
('iuiog', 1, 1)
('naranjito', 1, 2)
('developments', 1, 1)
('desatendido', 1, 1)
('groppo', 1, 2)
('chaina', 1, 1)
('vigilado127', 1, 1)
('ervicios', 1, 1)
('carrillo', 1, 1)
('depositado', 1, 1)
('delinea', 1, 1)
('cauca94', 1, 1)
('redmpomm', 1, 1)
('vulnerable14', 1, 1)
('reconstruyó', 1, 1)
('societal', 1, 1)
('sindicaciones', 1, 1)
('estadístoica', 1, 1)
('positivas49', 1, 1)
('interactio', 1, 1)
('7arauca', 1, 1)
('400335,23002bb+', 1, 1)
('goedhart', 1, 1)
('desaceleró', 1, 1)
('traslapo', 1, 1)
('asistan', 1, 1)
('alivianar', 1, 1)
('huesito', 1, 3)
('session', 1, 1)
('garavito', 1, 1)
('schoar', 1, 2)
('-14,7%-20%-20%-30%-30%-29,7%-40%', 1, 1)
('general0,1', 1, 1)
('pe6', 1, 1)
('electrificaribe', 1, 1)
('comunitario7', 1, 1)
('compararla', 1, 1)
('54,4%validación', 1, 1)
('periurbanos5', 1, 1)
('hinostroza', 1, 2)
('m3a', 1, 1)
('azteca', 1, 2)
('retribución54', 1, 1)
('inadmisibles', 1, 1)
('1,12𝑡𝑡=1', 1, 1)
('imperfecciones', 1, 1)
('pa\uf8f0nbi', 1, 1)
('poids', 1, 4)
('depositadas', 1, 1)
('extrabajadores', 1, 1)
('fluctuar', 1, 1)
('3113-co', 1, 1)
('remuneraciones', 1, 1)
('2dióxido', 1, 2)
('-31,6-40-80e31mse41mse51mse61mse', 1, 1)
('-18,55%', 1, 1)
('ddjn', 1, 5)
('storage', 1, 1)
('multiorgánica', 1, 1)
('overhead', 1, 1)
('patacones', 1, 1)
('ejercerlos', 1, 1)
('7-388/13', 1, 1)
('eegnuelragdíaa', 1, 1)
('pr50', 1, 2)
('teletuluá', 1, 1)
('privados24', 1, 1)
('ekogui(c', 1, 1)
('4.3.2.impacto', 1, 1)
('ayudantes', 1, 1)
('7x24', 1, 1)
('alcaldías29', 1, 1)
('marítimo-costero', 1, 1)
('familiar17', 1, 1)
('epág', 1, 1)
('agropecuaria42', 1, 1)
('32,22%esíap', 1, 1)
('sector78', 1, 1)
('intensidades', 1, 1)
('cueva', 1, 1)
('suscitada', 1, 1)
('ejecución42', 1, 1)
('limitado90', 1, 1)
('mixto10', 1, 1)
('rural40,22%25,31%18,32%9,26%14', 1, 1)
('catastrophe', 1, 2)
('autoempleos', 1, 2)
('dnp-dee.fuente', 1, 1)
('ocasionará', 1, 1)
('identificaciónde', 1, 1)
('2016fuente', 1, 1)
('incondicional', 1, 1)
('2microempresa', 1, 1)
('conpes4065', 1, 1)
('respetará', 1, 1)
('s0140-6736(21)01017-5', 1, 1)
('ibope', 1, 1)
('alistamiento29', 1, 1)
('trunking', 1, 1)
('fáciles', 1, 1)
('lucrativas', 1, 2)
('mazzocco', 1, 1)
('servicios37', 1, 1)
('invertidas', 1, 1)
('cosas11', 1, 1)
('devienen', 1, 1)
('informales56', 1, 1)
('eer', 1, 1)
('educación-trabajo', 1, 1)
('damnificadas', 1, 2)
('desmejoramiento', 1, 1)
('húmeda', 1, 1)
('2.545tributarios', 1, 1)
('temperaturaentre', 1, 1)
('combustóleo', 1, 1)
('chin', 1, 1)
('encuadre', 1, 1)
('hidrógenootros', 1, 1)
('consonantes', 1, 1)
('imperceptibles', 1, 2)
('text', 1, 2)
('nórdicos', 1, 1)
('infodev', 1, 1)
('administración20', 1, 1)
('sostenible-informe', 1, 1)
('consuman', 1, 1)
('-32,80%', 1, 1)
('viejos', 1, 1)
('40%ap', 1, 1)
('sse', 1, 1)
('t-46616', 1, 1)
('portadoras', 1, 1)
('artificializadas', 1, 1)
('reproducidas', 1, 1)
('efectuara', 1, 1)
('rijaug', 1, 1)
('contiguos', 1, 1)
('recomendables', 1, 1)
('pcsja20-11581', 1, 1)
('grey', 1, 1)
('interrumpidas', 1, 1)
('llana', 1, 2)
('incorporaba', 1, 1)
('factibilidad44', 1, 1)
('meckling', 1, 1)
('hondura', 1, 1)
('gastó', 1, 1)
('congress', 1, 3)
('farc-ep57', 1, 1)
('petición-estudios', 1, 1)
('absolutorios', 1, 1)
('polimetálicos', 1, 1)
('postergación', 1, 1)
('confirmación', 1, 1)
('-14,19%', 1, 1)
('dane)3', 1, 1)
('prehispánicas', 1, 1)
('quinquenalmente', 1, 1)
('bandejas', 1, 1)
('tributarios8', 1, 1)
('otorgaba', 1, 1)
('permafrost', 1, 1)
('ods19', 1, 1)
('engañosas', 1, 1)
('bgn', 1, 4)
('corporativo4', 1, 1)
('burós', 1, 1)
('eaer', 1, 1)
('centraría', 1, 1)
('minagricultura', 1, 1)
('roce', 1, 3)
('geoestadístico', 1, 1)
('bilaterales13,3%', 1, 1)
('variaron', 1, 1)
('lagunas(b', 1, 1)
('socioambientales1', 1, 1)
('sipa', 1, 1)
('unicamente', 1, 1)
('exhumación', 1, 2)
('innovativas', 1, 1)
('international-ciat', 1, 1)
('región11', 1, 1)
('-24,56%', 1, 1)
('mbco', 1, 1)
('paraísos', 1, 1)
('recompensar', 1, 1)
('esbozo', 1, 1)
('liquidada', 1, 1)
('diagnosticada', 1, 1)
('limitándose', 1, 1)
('fotometría', 1, 2)
('ane', 1, 2)
('pollutant', 1, 1)
('30.000reglamentos', 1, 1)
('12,0%antioquia', 1, 1)
('desnitrificación', 1, 1)
('decisión17', 1, 1)
('bakhshi', 1, 1)
('5%64%44', 1, 1)
('iii89', 1, 1)
('4,0cor', 1, 1)
('29-mar', 1, 1)
('combinaba', 1, 1)
('c)y', 1, 2)
('icbf,2021', 1, 1)
('35%es', 1, 1)
('snu', 1, 3)
('/suscriptor', 1, 4)
('digital35', 1, 1)
('escindir', 1, 1)
('oci', 1, 1)
('interanuales', 1, 1)
('clo', 1, 3)
('propenden', 1, 1)
('compaginen', 1, 1)
('xde', 1, 1)
('elaboración78', 1, 1)
('reglamentaras', 1, 1)
('financieras13', 1, 1)
('tommie', 1, 2)
('itdifepicnraocrpia', 1, 1)
('razonpublica.com/index.php/econom-y-sociedad-temas-29/10541-los-huracanes-en-colombia.html', 1, 1)
('desestigmatización', 1, 2)
('reductores', 1, 1)
('renueven', 1, 1)
('contario', 1, 1)
('distorsionar', 1, 1)
('greening', 1, 1)
('emprendimiento24', 1, 1)
('florián', 1, 1)
('predeterminada', 1, 1)
('ben𝐵𝐵eficios', 1, 1)
('enr)12', 1, 1)
('4,364,28popayán', 1, 1)
('diversifique', 1, 1)
('agropecuarias89', 1, 1)
('concentrador', 1, 1)
('0hacienda', 1, 1)
('doblemente', 1, 1)
('interruption', 1, 1)
('ocupantes9.4', 1, 1)
('indígenas14', 1, 1)
('sobreestimaría', 1, 1)
('morais', 1, 1)
('py0', 1, 1)
('bml', 1, 1)
('pib63', 1, 1)
('confusa', 1, 1)
('impugnación32', 1, 1)
('desmejorando', 1, 1)
('socio-lingüísticos', 1, 1)
('veintisiete', 1, 1)
('gasto38', 1, 1)
('t-283', 1, 1)
('cgaalsidtoa', 1, 1)
('entendía', 1, 1)
('formaban', 1, 1)
('cobrarlas', 1, 1)
('carentes', 1, 1)
('converger', 1, 1)
('ladrilleras', 1, 2)
('3,403,55florencia', 1, 1)
('naturalesaproximadamente', 1, 1)
('sindicadas', 1, 1)
('enciclopedia', 1, 2)
('soñin', 1, 1)
('conector', 1, 1)
('0mym', 1, 1)
('arifa2,5%vo', 1, 1)
('repitiendo', 1, 1)
('planifiquen', 1, 1)
('trasformado', 1, 1)
('afecciones', 1, 1)
('hda', 1, 1)
('mompox-el', 1, 1)
('municipalidad', 1, 1)
('investigue', 1, 1)
('promocional', 1, 1)
('familiar34', 1, 1)
('redlac', 1, 1)
('informaciones', 1, 2)
('harness', 1, 1)
('estraval', 1, 1)
('zipaquirá-bucaramanga', 1, 1)
('meteorológicos32', 1, 1)
('donovan', 1, 1)
('áfricafranciaespañaalemaniaisraelturquíalaccosta', 1, 1)
('bloqueo', 1, 2)
('tendency', 1, 1)
('8,49%3,67%0,98%45,16%universitario', 1, 1)
('segregar', 1, 1)
('bid-fomin', 1, 5)
('chui', 1, 1)
('izquierdo', 1, 2)
('concepto25', 1, 1)
('fracasar', 1, 1)
('3,5sen', 1, 1)
('brevemente', 1, 1)
('mutaciones84', 1, 1)
('arbitramentos', 1, 1)
('contratante56', 1, 1)
('30,0colombia', 1, 1)
('implemetación', 1, 1)
('simultánea49', 1, 1)
('confirmarse', 1, 1)
('integro', 1, 1)
('0,1pp', 1, 2)
('•se', 1, 5)
('hidrósfera', 1, 1)
('estigmatizando', 1, 1)
('ruano', 1, 1)
('tributarias95', 1, 1)
('fap', 1, 1)
('comunitarios19', 1, 1)
('confidenciales', 1, 1)
('trituración', 1, 1)
('grieg-gran', 1, 1)
('n))-1', 1, 3)
('hass', 1, 4)
('2caldas', 1, 1)
('sspi', 1, 1)
('marroquinería', 1, 1)
('20µg', 1, 3)
('organizaciones/', 1, 2)
('microgramos', 1, 1)
('maduro19', 1, 1)
('maicao13', 1, 1)
('concurrirá', 1, 2)
('asorrecio', 1, 1)
('ambientali92', 1, 1)
('territorial-pdet', 1, 1)
('seir', 1, 1)
('zilibotti', 1, 2)
('comunicacional', 1, 1)
('chaudhury', 1, 1)
('suministrarla', 1, 1)
('país114', 1, 1)
('precedidas', 1, 1)
('quédate', 1, 1)
('récords', 1, 1)
('cna)2', 1, 1)
('nacida', 1, 1)
('momento14', 1, 1)
('pio', 1, 1)
('tsd)2', 1, 1)
('precisados', 1, 1)
('carbono77', 1, 1)
('desempeño41', 1, 1)
('antioquia6', 1, 1)
('conformidad9', 1, 1)
('tello', 1, 2)
('-48,51%', 1, 1)
('interinstitucional55', 1, 1)
('-20%er-30%participación', 1, 1)
('remunera', 1, 1)
('licitatorio49', 1, 1)
('6,0china', 1, 1)
('edificación6', 1, 1)
('aferencia', 1, 1)
('municipio8', 1, 1)
('indnr', 1, 3)
('sonsón', 1, 1)
('lp-pre-do-srn-048-2017', 1, 1)
('pepino', 1, 1)
('termoeléctrica', 1, 2)
('tormenta', 1, 1)
('npis', 1, 2)
('deflactada', 1, 1)
('sostenible87', 1, 1)
('penalidades', 1, 1)
('contratación55', 1, 1)
('ingenios', 1, 1)
('maravelez', 1, 1)
('generación13', 1, 1)
('wexchange', 1, 1)
('incentivarán', 1, 2)
('capitalism', 1, 1)
('cobrados', 1, 1)
('impropia', 1, 1)
('normar', 1, 1)
('focalizarse', 1, 1)
('laborado', 1, 1)
('area-based', 1, 1)
('delpilar', 1, 1)
('suelo46', 1, 1)
('nópaj', 1, 1)
('acogerá', 1, 2)
('sobretasas', 1, 1)
('participac', 1, 2)
('23-decreto', 1, 1)
('7,41cambiaron', 1, 1)
('incorporaciones', 1, 1)
('2,9paraguay', 1, 1)
('archivístico', 1, 1)
('emprendedora23', 1, 1)
('ipm-colombia', 1, 1)
('operación34', 1, 1)
('estadounidense39', 1, 1)
('alaulayú', 1, 1)
('rationales', 1, 1)
('brindarle', 1, 1)
('envasar', 1, 1)
('alberguen', 1, 3)
('erario', 1, 1)
('14-mar', 1, 1)
('t-388/13', 1, 1)
('cicte-oea', 1, 2)
('íactiorcromoslpl', 1, 1)
('50%icitr', 1, 1)
('describan', 1, 1)
('voceras', 1, 1)
('microlocal', 1, 1)
('28-abr-15', 1, 1)
('multipropósito71', 1, 1)
('vestíbulos', 1, 1)
('guajira17', 1, 1)
('subordinada', 1, 1)
('fundidoras', 1, 2)
('post-2015', 1, 1)
('emprenda', 1, 1)
('plácido', 1, 2)
('económico12', 1, 1)
('vid', 1, 1)
('previsibilidad', 1, 1)
('diecisieteavo', 1, 1)
('correspondientes37', 1, 1)
('fiduciarias', 1, 1)
('physikalisch-technische', 1, 1)
('mantenidos', 1, 1)
('bogotá-chiquinquirá-bucaramanga-san', 1, 5)
('2012(a', 1, 1)
('framingham', 1, 1)
('votantes', 1, 1)
('siigep', 1, 1)
('reestructuradas', 1, 1)
('vivificarte', 1, 1)
('ceplan', 1, 1)
('antes-después', 1, 1)
('infraestructura31', 1, 1)
('configurará', 1, 1)
('demostradas', 1, 1)
('insatisfechas46', 1, 1)
('adaptativas', 1, 1)
('evaluativas', 1, 1)
('lagrupos', 1, 1)
('micromovilidad', 1, 1)
('netflix', 1, 3)
('krchnak', 1, 2)
('aceleraciones', 1, 1)
('adjudicataria', 1, 1)
('714334167uribia', 1, 1)
('piso78', 1, 1)
('cnclcc', 1, 5)
('debilitaría', 1, 1)
('correctivas12', 1, 1)
('snncm', 1, 1)
('aspirador', 1, 1)
('cuidado67', 1, 1)
('2016p', 1, 2)
('turístico-', 1, 2)
('ripani', 1, 2)
('externos54', 1, 1)
('-53,97%', 1, 1)
('desapareció', 1, 2)
('dl380', 1, 1)
('sines', 1, 1)
('algeciras', 1, 1)
('respond', 1, 1)
('extra-edad', 1, 1)
('sakho', 1, 2)
('ralentizado', 1, 1)
('ledger', 1, 1)
('incubadora', 1, 1)
('literate', 1, 1)
('vcs', 1, 1)
('realizadas22', 1, 1)
('redistribuirlos', 1, 1)
('públicos4', 1, 1)
('0mulo', 1, 1)
('adn)6,7', 1, 1)
('bingos', 1, 1)
('ri4175', 1, 1)
('generautilidad', 1, 1)
('ftth', 1, 1)
('vendió', 1, 3)
('internacion', 1, 1)
('azúcares', 1, 5)
('orco', 1, 1)
('patrimonio31', 1, 1)
('structuring', 1, 1)
('digital”40', 1, 1)
('especiales32', 1, 1)
('anci', 1, 1)
('alquileres', 1, 1)
('factibilidad29', 1, 1)
('don’t', 1, 1)
('medrano', 1, 2)
('chocolateria', 1, 1)
('cohen-shacham', 1, 1)
('militancia', 1, 1)
('protegias', 1, 1)
('plm', 1, 1)
('andemos', 1, 1)
('wordoil.com', 1, 1)
('10.000.000o', 1, 1)
('intersectan', 1, 1)
('petróles', 1, 1)
('navegante', 1, 1)
('1boyacá', 1, 1)
('sistémico3', 1, 1)
('territorio53', 1, 1)
('intersectorial51', 1, 1)
('intoxiacion', 1, 1)
('0,46%e', 1, 1)
('word', 1, 1)
('activarse', 1, 1)
('teme', 1, 1)
('33,23%34,78%s', 1, 1)
('cualitativo3', 1, 1)
('moteles', 1, 1)
('perú-7,0', 1, 1)
('735mm', 1, 4)
('enzimas', 1, 1)
('exacerbarse', 1, 1)
('guardas', 1, 1)
('ddnnpp--ddeeeedaunque', 1, 1)
('-8,06%', 1, 1)
('gobernanza-forestal#anexos', 1, 2)
('frazadas-barragán-la', 1, 1)
('ondnss.aoeeey', 1, 1)
('vi)cultivos', 1, 1)
('testimonio', 1, 1)
('parís28', 1, 1)
('kogui59', 1, 1)
('pgn-bid', 1, 1)
('hogares55%', 1, 1)
('llegadas', 1, 1)
('-26,70%', 1, 1)
('identificarlo', 1, 1)
('idu-cma-sgdu-006-2017', 1, 1)
('ktep', 1, 4)
('-16,01%', 1, 1)
('obstétrico', 1, 1)
('blacksip39', 1, 1)
('médico-legales', 1, 1)
('municipal81', 1, 1)
('kavaliauskas', 1, 1)
('olade', 1, 2)
('pdet)18', 1, 1)
('violenta', 1, 1)
('sin)15', 1, 1)
('economy(36(9', 1, 1)
('deducciones1.677.764,58509.081,607.093,12', 1, 1)
('suministro61', 1, 1)
('-19,24%', 1, 1)
('juzgar1', 1, 1)
('everybody', 1, 1)
('retc', 1, 2)
('refiriéndose', 1, 1)
('haz', 1, 1)
('negaron', 1, 3)
('vallejo46', 1, 1)
('diseñaday', 1, 1)
('ecv-2019', 1, 1)
('retroceder', 1, 2)
('energetica', 1, 1)
('intradepartamentales', 1, 1)
('-3,77%', 1, 1)
('casilla', 1, 1)
('upas', 1, 4)
('agricultural', 1, 1)
('scanner', 1, 1)
('guariven', 1, 1)
('q44', 1, 1)
('oot', 1, 1)
('conpes3916', 1, 1)
('-23,94%', 1, 1)
('30-abr', 1, 2)
('conciliados', 1, 4)
('calibrando', 1, 1)
('100otot', 1, 1)
('agroalimentaria', 1, 1)
('catastral104', 1, 1)
('gu_fp_01', 1, 1)
('trucco', 1, 2)
('113perú', 1, 1)
('deforestación109', 1, 1)
('telecarib', 1, 1)
('licitatorios', 1, 2)
('a7.0', 1, 1)
('mezcladas', 1, 1)
('elevaron', 1, 1)
('50hogares', 1, 1)
('reaccionen', 1, 1)
('costo-efectivos', 1, 1)
('mga46', 1, 1)
('posgrado7,1%', 1, 1)
('administrativos84', 1, 1)
('iscuandé', 1, 1)
('inter-laboratorio', 1, 1)
('demystifying', 1, 1)
('g21', 1, 1)
('bancólde', 1, 1)
('sur-occidente', 1, 1)
('49,7%2008', 1, 1)
('resolucion', 1, 2)
('conservaron', 1, 1)
('diferenciarse', 1, 1)
('cnaipd', 1, 1)
('tradicional106', 1, 1)
('pedreschi', 1, 1)
('unilateralmente', 1, 1)
('acoplar', 1, 1)
('sog', 1, 1)
('district', 1, 2)
('contraproducente', 1, 1)
('-51,87%', 1, 1)
('gncv', 1, 1)
('-14,69%', 1, 1)
('fibroso', 1, 1)
('interpretadas', 1, 1)
('enfócate', 1, 1)
('sotceyorp', 1, 1)
('mddaiirsqgeuiñneoa', 1, 1)
('volumenes', 1, 1)
('conectores', 1, 1)
('0,0%argentina', 1, 1)
('barras7,2%10,7%sistema', 1, 1)
('canberra', 1, 1)
('arrendada', 1, 3)
('computará', 1, 1)
('12caquetá', 1, 1)
('remunere', 1, 1)
('absorbida', 1, 1)
('dnp35', 1, 1)
('angela', 1, 1)
('hectáreas16,7%entre', 1, 1)
('reviving', 1, 1)
('saneará', 1, 1)
('trabas', 1, 1)
('bolivarense', 1, 1)
('c2á0lc2u0lo)s', 1, 1)
('ccv', 1, 1)
('humanizada', 1, 1)
('treatmeant', 1, 1)
('aportarían', 1, 1)
('nacional-pae', 1, 5)
('avicultura', 1, 1)
('kbpd25', 1, 1)
('dci(b', 1, 1)
('fdnreclamaciones', 1, 1)
('itinerario', 1, 1)
('2.831.249,40total', 1, 1)
('desapariciones', 1, 1)
('nacional54', 1, 1)
('trasladen', 1, 1)
('21iiii', 1, 1)
('étnicas37', 1, 1)
('macromolécula', 1, 1)
('establecimientos-censos', 1, 1)
('zipaquirá-palenque', 1, 4)
('planteaban', 1, 1)
('colombiano80', 1, 1)
('contradice', 1, 1)
('agroindustrias', 1, 1)
('habilitadora', 1, 1)
('numéricas', 1, 1)
('municipios31', 1, 1)
('sometería', 1, 1)
('voluntario(a', 1, 1)
('ece', 1, 1)
('imperial', 1, 4)
('escalafonado', 1, 2)
('nacional0,539', 1, 1)
('chinagota', 1, 1)
('prescinden', 1, 1)
('contrapesos37', 1, 1)
('swissphoto', 1, 1)
('oscoripllmsenmia', 1, 1)
('combatirla', 1, 1)
('fase84', 1, 1)
('1.230chile', 1, 1)
('precitadas', 1, 1)
('ameritado', 1, 1)
('agregando', 1, 1)
('beijin+5', 1, 1)
('compartimiento', 1, 1)
('comprensivas', 1, 1)
('switch', 1, 5)
('router', 1, 1)
('country-level', 1, 1)
('ejatnecrop-1-005', 1, 1)
('ciefp', 1, 5)
('procesó', 1, 1)
('-48,72%', 1, 1)
('vano', 1, 1)
('groot', 1, 1)
('0,35ambiental', 1, 1)
('entidades23', 1, 1)
('monetaria6', 1, 1)
('direccionamientos', 1, 1)
('ocumento', 1, 1)
('equipara', 1, 1)
('atrio', 1, 1)
('11º.', 1, 1)
('homicide', 1, 1)
('39,3%análisis', 1, 1)
('ecoe', 1, 1)
('agropecuaria31', 1, 1)
('-61,06%', 1, 1)
('opacidad', 1, 1)
('08-resolución', 1, 1)
('deoeutena', 1, 1)
('guarnición', 1, 1)
('fortalecerlas', 1, 1)
('destacaban', 1, 1)
('4.2.1.descripción', 1, 1)
('anualización', 1, 1)
('costock', 1, 1)
('belalcázar', 1, 1)
('bat', 1, 2)
('raúl', 1, 1)
('albañilería', 1, 1)
('cjt', 1, 2)
('8,62vendieron', 1, 1)
('0,93agropecuario', 1, 1)
('fobia', 1, 1)
('creditwatch', 1, 2)
('pronunciamiento', 1, 1)
('formalidadese', 1, 1)
('condicionado38', 1, 1)
('57,050403020transición', 1, 1)
('c-006', 1, 1)
('cotsa', 1, 2)
('gimnasios', 1, 1)
('melkers', 1, 1)
('cltieol', 1, 1)
('posicionarlos', 1, 1)
('-dansocial', 1, 1)
('-13,65%', 1, 1)
('estratégica(a', 1, 2)
('societario', 1, 1)
('contractilidad', 1, 1)
('2crop', 1, 1)
('recíprocos', 1, 1)
('d14', 1, 1)
('no.75', 1, 1)
('epnataras', 1, 1)
('finaktiva', 1, 1)
('veinticuatroavo', 1, 1)
('roux', 1, 2)
('-conpes', 1, 1)
('verde72', 1, 1)
('baumgartner', 1, 1)
('tutoriales', 1, 1)
('registro50', 1, 1)
('tramo*365', 1, 4)
